FileName,nobs,mean,skew,kurtosis,median,mode,std,low,peak,q25,q75,iqr,Gender
12114_10229_000001.wav,114,473.4584703947368,5.391174839213323,29.50655600625916,268.734375,0.0,921.5651270177115,0.0,6863.062500000001,236.00390625000003,447.890625,211.88671874999997,0
12287_12742_000014.wav,118,384.6217239558337,4.31049789948763,17.343562866543056,124.03125,110.25,1149.7649946077217,20.671875,6794.15625,110.25,149.87109375,39.62109375,1
12670_13511_000028.wav,124,374.37210181451616,6.310467694632959,40.95036631792768,189.4921875,117.14062500000001,937.7232938619004,0.0,7324.734375000001,124.03125,291.12890625,167.09765625,0
11247_10229_000070.wav,75,392.55548969072163,5.817461847495341,32.90714519745594,220.5,6.890625,1038.624184404183,6.890625,7248.9375,196.3828125,265.2890625,68.90625,0
13063_13511_000047.wav,78,560.9675480769231,4.747374624778899,25.01272113457428,409.9921875,0.0,858.3940365815806,0.0,6187.78125,289.40625,501.29296875,211.88671875,1
4405_3604_000000.wav,108,343.4466145833333,6.009018793777753,42.43789797851477,248.0625,89.578125,463.82864414247643,0.0,4099.921875,89.578125,449.61328125,360.03515625,1
4405_3648_000051.wav,115,460.2152122974201,4.075943718564225,16.27042296376896,296.296875,89.578125,790.2988332315857,6.890625,4506.46875,89.578125,503.015625,413.4375,1
12626_10229_000084.wav,79,496.06279166057385,4.238378098360082,16.885540117389652,192.93750000000003,130.921875,1003.9311261128815,96.46875000000001,5292.0,131.909958092667,413.4375,281.527541907333,1
13063_13511_000067.wav,98,960.75,2.34817284820101,4.737959815411275,458.2265625,275.625,1334.3311148008884,0.0,6725.25,339.36328125,644.2734375,304.91015625,1
12626_10229_000026.wav,138,269.72533444816054,9.997597491701631,108.08887780612575,130.921875,130.921875,525.0700063620015,62.015625,6111.984375000001,117.14062500000001,335.91796875,218.77734375,1
3050_2941_000069.wav,99,799.5213068181819,1.7147107432726667,1.712054087385006,351.421875,27.5625,1040.7489012471358,0.0,3989.671875,217.0546875,833.765625,616.7109375,0
4405_3604_000027.wav,74,311.16573708524805,0.19950995815161962,-1.4731378273923916,268.734375,89.578125,193.76832507254275,87.37391930835736,702.84375,89.578125,516.796875,427.21875,1
4405_3604_000025.wav,122,284.3467563428486,0.20512981728296542,-1.0827324936267868,254.953125,20.671875,198.98963254635893,6.890625,723.515625,117.14062500000001,470.28515625000006,353.14453125000006,1
12114_10229_000046.wav,130,433.1552884615385,6.072748183816045,36.2515698766197,268.734375,0.0,977.6900734603556,0.0,6959.53125,227.390625,420.328125,192.9375,0
13063_13511_000000.wav,114,733.9120065789474,2.3457918692496094,4.4622770612840705,409.9921875,392.76562500000006,903.2305771016916,0.0,4175.71875,311.80078125,652.88671875,341.0859375,1
12114_10229_000040.wav,106,443.0801886792453,5.58868277770319,31.288484018311408,285.9609375,0.0,880.5606563472633,0.0,6098.203125,234.28125000000003,453.05859375,218.77734374999997,0
7925_6390_000016.wav,130,801.1676682692307,2.6366896764290186,6.175117536318206,199.828125,0.0,1405.4928207665164,0.0,6298.03125,151.59375,744.1875000000001,592.5937500000001,0
7925_6390_000086.wav,75,469.48125,3.684839378115488,13.140973378375925,192.93750000000003,179.15625,980.9122482613122,0.0,5367.796875,155.0390625,217.0546875,62.015625,0
12287_12742_000030.wav,81,634.8289969834087,3.1351980455862796,8.226847423154643,124.03125,117.14062500000001,1718.2300235965365,0.0,7276.5,103.359375,151.59375,48.234375,1
13063_13511_000086.wav,127,688.3916092519685,2.9762458823935374,7.725872399349171,427.21875,0.0,1001.3916228146107,0.0,4527.140625,292.8515625,509.90625,217.0546875,1
11247_10229_000050.wav,138,663.6086695234113,3.270913787426751,9.779162680709346,213.609375,199.828125,1260.2452801874986,6.890625,6167.109375000001,194.66015625000003,406.546875,211.88671874999997,0
12114_10229_000027.wav,96,606.59033203125,4.00222908841589,14.455232079855062,268.734375,0.0,1353.0802166384299,0.0,6842.390625,234.28125000000003,435.83203125,201.55078124999997,0
12114_10229_000077.wav,113,332.335453539823,7.093977469908472,54.93163761220214,241.17187500000003,0.0,558.1425137263445,0.0,5209.3125,227.390625,427.21875,199.828125,0
12287_12742_000044.wav,111,353.9865695167367,5.154356186380877,25.10038598149841,124.03125,124.03125,1194.8309367403008,0.0,7283.390625,110.25,148.1484375,37.8984375,1
12626_10229_000062.wav,75,375.9914927184466,7.17218105098161,55.49887466191991,316.96875,316.96875,481.3322149777717,99.39320388349513,4292.859375,172.265625,378.98437500000006,206.71875000000006,1
