FileName,nobs_pitch,mean_pitch,skew_pitch,kurtosis_pitch,median_pitch,mode_pitch,std_pitch,low_pitch,peak_pitch,q25_pitch,q75_pitch,iqr_pitch,Gender,nobs,mean,skew,kurtosis,median,mode,std,low,peak,q25,q75,iqr
12114_10229_000001.wav,1641,146.60146077388566,-0.2238760733348622,-1.39859386397955,218.2832936563187,0.0,120.26477629336524,0.0,581.8873148948652,0.0,239.19822269986057,239.19822269986057,0,114,473.4584703947368,5.391174839213323,29.50655600625916,268.734375,0.0,921.5651270177116,0.0,6863.062500000001,236.00390625000003,447.890625,211.88671875
12287_12742_000014.wav,1698,70.62964028357314,0.5346406623000113,0.7976028538877573,99.27405355855684,0.0,71.79781555471368,0.0,527.5257576449042,0.0,127.6873857075432,127.6873857075432,1,118,384.6217239558337,4.31049789948763,17.343562866543056,124.03125,110.25,1149.7649946077215,20.671875,6794.15625,110.25,149.87109375,39.62109375
12670_13511_000028.wav,1786,68.25641223596395,0.5368779880240956,-1.3487052652486429,0.0,0.0,82.25270145478054,0.0,275.0123044574636,0.0,146.01511448987287,146.01511448987287,0,124,374.37210181451616,6.310467694632959,40.95036631792768,189.4921875,117.140625,937.7232938619004,0.0,7324.734375000001,124.03125,291.12890625,167.09765625
11247_10229_000070.wav,1074,135.039271910158,-0.2877716261515116,-1.7583726419790109,197.19625086554677,0.0,112.53794079935226,0.0,297.5752515262739,0.0,229.6661928946005,229.6661928946005,0,75,392.5554896907216,5.817461847495341,32.90714519745594,220.5,6.890625,1038.624184404183,6.890625,7248.9375,196.3828125,265.2890625,68.90625
13063_13511_000047.wav,1123,73.63149126225048,1.2493101021356263,2.16143807045024,0.0,0.0,97.40097356465908,0.0,596.521300112861,0.0,158.37098799247912,158.37098799247912,1,78,560.9675480769231,4.747374624778899,25.01272113457428,409.9921875,0.0,858.3940365815806,0.0,6187.78125,289.40625,501.29296875,211.88671875
4405_3604_000000.wav,1550,53.45507413600307,0.1720772686699588,-1.8623885091063055,0.0,0.0,56.77243727300662,0.0,150.0777119995634,0.0,109.49442190926064,109.49442190926064,1,108,343.4466145833333,6.009018793777753,42.43789797851477,248.0625,89.578125,463.8286441424764,0.0,4099.921875,89.578125,449.61328125,360.03515625
4405_3648_000051.wav,1664,58.99849366521058,2.972347313770449,11.543091831435714,0.0,0.0,100.69912714804975,0.0,594.7806481416548,0.0,114.54328178623496,114.54328178623496,1,115,460.2152122974201,4.075943718564225,16.27042296376896,296.296875,89.578125,790.2988332315857,6.890625,4506.46875,89.578125,503.015625,413.4375
12626_10229_000084.wav,1138,116.67319734258814,-0.1041284460121771,4.723128829579957,139.9725066042446,0.0,68.43191224816741,0.0,584.937559661779,117.5392593744592,156.92185701623998,39.38259764178078,1,79,496.06279166057385,4.238378098360082,16.885540117389652,192.93750000000003,130.921875,1003.9311261128817,96.46875,5292.0,131.909958092667,413.4375,281.527541907333
13063_13511_000067.wav,1409,82.73395101526597,2.1133373809311458,4.572814065933146,0.0,0.0,120.2419148795566,0.0,551.7831081784028,0.0,124.9938929794638,124.9938929794638,1,98,960.75,2.34817284820101,4.737959815411275,458.2265625,275.625,1334.3311148008884,0.0,6725.25,339.36328125,644.2734375,304.91015625
12626_10229_000026.wav,1997,87.95843592273624,-1.0133818994308927,-0.7369270577143006,109.54119725372529,0.0,51.672707681667845,0.0,175.71326642530457,88.31484861235761,121.65246980217914,33.33762118982153,1,138,269.72533444816054,9.997597491701631,108.08887780612577,130.921875,130.921875,525.0700063620015,62.015625,6111.984375000001,117.140625,335.91796875,218.77734375
3050_2941_000069.wav,1420,95.24460956435313,0.4488828507332313,-1.277302589211666,0.0,0.0,110.67185309435952,0.0,590.129648219418,0.0,213.1565727609427,213.1565727609427,0,99,799.5213068181819,1.7147107432726667,1.712054087385006,351.421875,27.5625,1040.7489012471358,0.0,3989.671875,217.0546875,833.765625,616.7109375
4405_3604_000027.wav,1069,62.90827313792621,1.2488189732719486,7.201679965295195,91.34901251056031,0.0,64.12261878633986,0.0,526.2432189635806,0.0,113.07735349155313,113.07735349155313,1,74,311.16573708524805,0.1995099581516196,-1.4731378273923916,268.734375,89.578125,193.76832507254275,87.37391930835736,702.84375,89.578125,516.796875,427.21875
4405_3604_000025.wav,1765,63.13482069000443,0.0189490506926449,-1.4361582852748005,98.86210852106284,0.0,59.07676410291505,0.0,293.76706724256815,0.0,115.50140969844176,115.50140969844176,1,122,284.3467563428486,0.2051298172829654,-1.0827324936267868,254.953125,20.671875,198.98963254635893,6.890625,723.515625,117.140625,470.28515625000006,353.14453125000006
12114_10229_000046.wav,1873,147.85269352554695,-0.0643216979420602,-1.6114773957619466,216.15657226148187,0.0,130.73310783431168,0.0,441.7623266089479,0.0,250.12324517320664,250.12324517320664,0,130,433.1552884615385,6.072748183816045,36.2515698766197,268.734375,0.0,977.6900734603556,0.0,6959.53125,227.390625,420.328125,192.9375
13063_13511_000000.wav,1648,73.54072172203702,1.9325558526003408,5.254507652914596,0.0,0.0,99.94253609824578,0.0,565.4957443055146,0.0,117.6780836757706,117.6780836757706,1,114,733.9120065789474,2.3457918692496094,4.462277061284071,409.9921875,392.76562500000006,903.2305771016916,0.0,4175.71875,311.80078125,652.88671875,341.0859375
12114_10229_000040.wav,1533,132.3635126068166,0.2867304340409466,-0.9389670233535958,208.25777857478155,0.0,131.92662878442954,0.0,599.9963952227312,0.0,243.3973022464152,243.3973022464152,0,106,443.0801886792453,5.58868277770319,31.288484018311408,285.9609375,0.0,880.5606563472633,0.0,6098.203125,234.28125000000003,453.05859375,218.77734375
7925_6390_000016.wav,1879,93.99971209870166,0.3915284591095905,-1.244248308410989,0.0,0.0,102.5830446450578,0.0,482.88540080230433,0.0,186.0490553183029,186.0490553183029,0,130,801.1676682692307,2.636689676429018,6.175117536318206,199.828125,0.0,1405.4928207665164,0.0,6298.03125,151.59375,744.1875000000001,592.5937500000001
