FileName,nobs_pitch,mean_pitch,skew_pitch,kurtosis_pitch,median_pitch,mode_pitch,std_pitch,low_pitch,peak_pitch,q25_pitch,q75_pitch,iqr_pitch,Gender,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20
12114_10229_000001.wav,1641,146.60146077388566,-0.2238760733348622,-1.39859386397955,218.2832936563187,0.0,120.26477629336524,0.0,581.8873148948652,0.0,239.19822269986057,239.19822269986057,0,-390.47156,125.77671,-2.722532,15.732138,-24.361284,2.5909052,-10.00884,-8.073283,-23.914106,-12.734292,1.0906578,-14.831158,4.4100056,2.1397696,-1.2643768,-1.58377,2.1990829,-2.866088,-9.75781,-1.7406859
12287_12742_000014.wav,1698,70.62964028357314,0.5346406623000113,0.7976028538877573,99.27405355855684,0.0,71.79781555471368,0.0,527.5257576449042,0.0,127.6873857075432,127.6873857075432,1,-362.04056,86.71562,13.84284,52.509636,8.166277,24.855206,-7.2316904,9.137624,-6.254108,-0.936427,1.6653032,-2.4082644,0.35097104,-5.13253,5.203587,-4.555371,4.006666,-6.909305,-0.7054067,-1.1762851
12670_13511_000028.wav,1786,68.25641223596395,0.5368779880240956,-1.3487052652486429,0.0,0.0,82.25270145478054,0.0,275.0123044574636,0.0,146.01511448987287,146.01511448987287,0,-462.9916,75.26846,14.186732,39.58153,4.013199,5.6447415,-7.9252605,-2.6149755,-7.614534,-4.7695894,-5.987203,-8.450702,-8.098793,-2.8633559,1.0874356,-9.883603,0.36742368,-4.5124025,-3.8785336,-3.9660044
11247_10229_000070.wav,1074,135.039271910158,-0.2877716261515116,-1.7583726419790109,197.19625086554677,0.0,112.53794079935226,0.0,297.5752515262739,0.0,229.6661928946005,229.6661928946005,0,-383.84708,95.25088,-14.189325,26.12119,-16.614426,23.255116,-2.154552,-7.2719464,-18.211115,-4.4156084,-9.146056,-1.3889407,5.058601,-3.2527316,3.3367436,-9.952187,6.952052,-9.945712,-6.30043,-1.3751628
13063_13511_000047.wav,1123,73.63149126225048,1.2493101021356263,2.16143807045024,0.0,0.0,97.40097356465908,0.0,596.521300112861,0.0,158.37098799247912,158.37098799247912,1,-438.01135,73.85435,-5.1305842,24.921244,-19.689566,-16.671034,-23.740448,-3.1919081,-17.476793,-5.3822436,-0.2401741,-16.607662,-8.303224,-8.47617,1.1651181,-4.0212226,-0.9351949,1.4714897,0.2101623,-6.0276027
4405_3604_000000.wav,1550,53.45507413600307,0.1720772686699588,-1.8623885091063055,0.0,0.0,56.77243727300662,0.0,150.0777119995634,0.0,109.49442190926064,109.49442190926064,1,-300.6786,122.375175,-22.621704,44.634277,2.3628774,0.9854019,-10.153888,-2.9938104,-14.951463,-2.78343,-1.9526302,-4.566389,8.08586,-7.28735,3.3894405,2.3163748,-0.28343,-5.4718604,-2.5781207,-2.8264961
4405_3648_000051.wav,1664,58.99849366521058,2.972347313770449,11.543091831435714,0.0,0.0,100.69912714804975,0.0,594.7806481416548,0.0,114.54328178623496,114.54328178623496,1,-343.2781,113.50888,-20.18805,44.020306,-4.7101073,4.156437,-18.058891,-5.576573,-14.624112,-2.4080892,2.801293,4.731755,14.220495,-7.5446076,6.5554376,-1.2805213,-5.464686,-3.3238955,-0.19669376,-1.286112
12626_10229_000084.wav,1138,116.67319734258814,-0.1041284460121771,4.723128829579957,139.9725066042446,0.0,68.43191224816741,0.0,584.937559661779,117.5392593744592,156.92185701623998,39.38259764178078,1,-396.12827,122.72809,38.55876,41.99359,-36.395252,15.995898,-14.773104,-7.6511126,-9.984476,-9.858567,-8.896053,-6.5778146,-6.305843,-11.826676,6.064608,-7.0926194,0.4392929,0.42776862,-0.007773849,-11.895683
13063_13511_000067.wav,1409,82.73395101526597,2.1133373809311458,4.572814065933146,0.0,0.0,120.2419148795566,0.0,551.7831081784028,0.0,124.9938929794638,124.9938929794638,1,-431.43924,76.154686,-8.309708,37.6707,-29.235468,-8.953989,-28.388502,-8.432186,-27.876299,-9.018953,-1.0676297,-9.037016,-2.799156,-13.86602,5.2579165,-3.8367393,-3.0142179,-1.6131498,1.8946908,-11.468659
12626_10229_000026.wav,1997,87.95843592273624,-1.0133818994308927,-0.7369270577143006,109.54119725372529,0.0,51.672707681667845,0.0,175.71326642530457,88.31484861235761,121.65246980217914,33.33762118982153,1,-349.74753,126.44205,15.181972,49.037823,-11.919339,21.49608,-21.918964,-3.3243825,-5.851518,-1.1323041,-1.1682503,-4.832149,1.774172,-13.478967,3.0052085,-3.1794307,1.2264053,-7.5590982,-3.4965866,-4.144041
