FileName,nobs,mean,skew,kurtosis,median,mode,std,low,peak,q25,q75,iqr,Gender
12626_10229_000011.wav_4.wav,15,169.33333333333334,1.4011616009049555,0.49813155942683807,130.0,130.0,88.37168978556174,95.0,380.0,120.0,187.5,67.5,1
7925_6390_000089.wav_4.wav,15,819.6666666666666,2.794093399345803,6.805487813861252,240.0,215.0,1476.5516885259685,165.0,5955.0,200.0,292.5,92.5,0
12114_10229_000087.wav_0.wav,15,278.3333333333333,-0.5374241286238173,-0.6005953430515611,235.00000000000003,225.0,143.1626891182041,0.0,440.0,225.0,425.0,200.0,0
13063_13511_000043.wav_5.wav,10,666.5,2.0112942526356083,2.8011029687540674,457.5,220.0,585.5853908696835,220.0,2275.0,408.75,548.7500000000001,140.0000000000001,1
13063_13511_000032.wav_4.wav,15,727.0,3.4064566882499125,9.772392051320631,455.0,445.0,900.045924754213,380.0,4075.0,427.5,562.5,135.0,1
12287_12742_000038.wav_1.wav,15,561.0,3.470933680150557,10.056693063841887,110.0,20.0,1737.4293270998587,20.0,7060.000000000001,97.5,130.0,32.5,1
12626_10229_000033.wav_2.wav,15,198.0,1.173115487505313,-0.3393396090663905,135.0,130.0,129.08395201056817,95.0,480.0,130.0,230.0,100.0,1
5739_4739_000038.wav_2.wav,15,286.0,-0.49326808137579586,-0.9962975747737608,310.0,120.0,105.92764826364582,120.0,435.0,205.0,355.0,150.0,1
13063_13511_000025.wav_2.wav,15,428.6666666666667,0.8572809830287882,0.9441087295895456,385.0,5.0,229.99613523323,5.0,1000.0,295.0,467.5,172.5,1
12670_13396_000043.wav_4.wav,15,204.33333333333334,-0.7144048529582908,0.02889110432158226,205.00000000000003,145.0,78.84302266036114,10.0,295.0,145.0,277.5,132.5,0
5739_4739_000061.wav_1.wav,15,398.0,3.4133520296170237,9.802903758602596,120.0,115.0,885.798697974508,95.0,3695.0000000000005,115.0,220.0,105.0,1
12287_12742_000080.wav_0.wav,15,126.33333333333333,-1.0979246332120878,2.0751036182772946,125.0,125.0,34.56716489515576,30.0,190.0,122.5,142.5,20.0,1
4405_3604_000026.wav_1.wav,15,422.6666666666667,-0.39656517724447066,-1.0204437173157954,455.0,10.0,211.05975983645536,10.0,710.0,250.0,622.5,372.5,1
12626_10229_000017.wav_3.wav,15,173.33333333333334,2.1003754854374015,2.542743787331549,130.0,130.0,102.56163458569138,120.0,445.0,127.5,145.0,17.5,1
5739_4739_000084.wav_2.wav,15,705.3333333333334,3.3951061708976136,9.733074489388061,370.0,125.0,1337.0907058070352,110.0,5675.0,267.5,490.0,222.5,1
12670_13396_000000.wav_0.wav,15,183.66666666666669,1.076762915021837,1.7729716031988865,175.00000000000003,0.0,139.5763431085496,0.0,575.0000000000001,135.0,242.5,107.5,0
