FileName,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,Gender
12626_10229_000011.wav_4.wav,-352.51138,139.03687,23.040815,41.163513,0.8058744,16.22862,-20.892855,-1.4253341,-1.2907104,-7.966689,-3.1730084,-1.29899,-6.137422,-13.524829,5.9708323,-4.4233127,-0.17947276,-4.0600815,-5.662085,-6.1288295,1
7925_6390_000089.wav_4.wav,-446.45157,68.63579,-36.33435,39.582474,-44.047504,15.49756,-5.231779,-16.166756,-4.145137,-4.258467,7.1571326,-21.242249,-18.400034,-10.917836,-2.978512,-15.261486,-3.0561538,-2.648658,-21.380886,-6.070602,0
12114_10229_000087.wav_0.wav,-419.787,117.51201,9.714027,18.61376,-12.196264,0.46153542,-18.170702,-4.6619706,-16.39754,-10.50555,0.18366675,-16.849236,7.001674,4.1436872,-0.68205917,-1.9279668,0.8924501,0.99049073,-10.092676,-0.42093495,0
13063_13511_000043.wav_5.wav,-517.1197,100.94612,16.065489,33.44698,-12.724614,-10.61624,-19.024487,-1.1861748,-23.553888,-11.753233,2.828111,-5.3026676,1.6123742,-7.704553,0.44779196,-3.7478719,-2.668667,-0.93194157,-1.0707549,-3.2449098,1
13063_13511_000032.wav_4.wav,-408.4836,132.35562,31.253569,23.219936,-46.45725,-8.004529,-25.13203,-6.119653,-20.176004,-24.689068,8.832513,3.662485,-9.78438,-7.5296855,-1.5983311,-11.136037,3.528883,7.5485935,-1.5958649,-11.900008,1
12287_12742_000038.wav_1.wav,-321.42105,100.95539,-11.16075,71.52821,3.5376184,30.381878,-15.854327,8.463067,-11.947673,0.08175196,-3.0666287,-5.1098466,0.68552226,-5.2457633,5.5748987,-7.1991467,10.916579,-12.260395,3.970251,0.03242258,1
12626_10229_000033.wav_2.wav,-475.99316,128.43437,48.562244,36.13665,-18.357544,9.652489,-9.823758,0.17962852,-3.4019828,-3.7524343,-4.6779537,-8.801831,-6.8503294,-8.375777,9.346122,3.7875094,1.0510011,-1.4867668,1.9457697,-4.3845763,1
5739_4739_000038.wav_2.wav,-364.72787,109.24049,41.395252,44.28259,-1.3701218,-0.9183703,-3.4691238,-4.127338,-17.818266,-17.78408,-7.9109526,-8.218833,-0.33745673,-1.027848,0.35897523,1.2131311,0.64343953,-2.5405126,4.0662704,-0.61180526,1
13063_13511_000025.wav_2.wav,-437.30356,72.18802,-12.053301,41.890434,-44.981144,-12.58924,-33.452198,-4.0112243,-19.494955,-11.857777,-7.255391,-19.415241,-3.7703607,-7.0744386,3.0366054,-9.642129,-0.34238657,-0.38637814,-1.2301708,-10.205109,1
12670_13396_000043.wav_4.wav,-393.61588,92.66232,-13.672315,58.275246,-1.5106307,24.659855,-21.784882,-6.1054535,-12.454255,0.95318055,-11.082923,-6.471644,3.0248945,-16.407682,5.2851543,-13.355518,-5.7940497,-6.7616754,-5.433119,-7.7105675,0
