FileName,nobs,mean,skew,kurtosis,median,mode,std,low,peak,q25,q75,iqr,Gender,nobs_pitch,mean_pitch,skew_pitch,kurtosis_pitch,median_pitch,mode_pitch,std_pitch,low_pitch,peak_pitch,q25_pitch,q75_pitch,iqr_pitch
11247_10229_000000.wav_0.wav,11,1519.4475524475529,2.681708243145621,5.532669585813858,590.0,375.00000000000006,2676.76316173302,33.92307692307692,9845.0,367.50000000000006,1260.0,892.5,0,297,117.637689405732,0.3889274278022951,-1.500981279929577,0.0,0.0,132.24308400380545,0.0,478.0457203817882,0.0,259.39775107502805,259.39775107502805
11247_10229_000000.wav_1.wav,11,577.3706293706293,1.7973469071759418,2.002985405926524,375.00000000000006,295.0,404.2988961616486,295.0,1665.0,347.5,590.5384615384615,243.03846153846155,0,297,190.1772962352718,-0.8668596522236275,-0.8535431803958553,238.56043994211183,0.0,115.6449013817828,0.0,364.1036907296937,0.0,264.8264976635902,264.8264976635902
11247_10229_000000.wav_2.wav,11,624.2902097902098,1.2003961012833484,0.4607513206014277,385.0,62.1923076923077,512.291816403782,62.1923076923077,1860.0,277.5,860.0,582.5,0,297,127.36219242369944,0.0603976121179767,-1.4221161094557804,173.6994106348277,0.0,118.70450821909785,0.0,539.2699373534626,0.0,228.58981204019076,228.58981204019076
11247_10229_000000.wav_3.wav,11,379.8496503496504,1.3791338452315605,0.3825417530395469,320.0,320.0,139.56105827642804,230.0,680.0,302.5,367.5,65.0,0,297,148.51810667530597,-0.4041617834196553,-1.691906411736953,217.8383052517346,0.0,116.69953124927738,0.0,295.7919281118591,0.0,246.84729494764528,246.84729494764528
11247_10229_000000.wav_4.wav,11,504.55594405594405,0.9005759553715593,-0.7149035369424874,385.0,275.0,257.2664529255038,270.0,990.0,307.5,655.0,347.5,0,297,121.29170743281897,0.0627155931112997,-1.7802962123550772,192.97618448222943,0.0,118.28034084510996,0.0,315.88121806526385,0.0,224.37094643117297,224.37094643117297
11247_10229_000000.wav_5.wav,11,910.0314685314686,2.4534581861605544,4.554056699378615,340.0,340.0,1519.0074888431018,15.000000000000002,5490.0,272.5,410.1730769230769,137.6730769230769,0,297,142.66672102397897,-0.1276085163013726,-1.7522192086587034,194.3483969607059,0.0,125.81732415221823,0.0,347.88379555664574,0.0,250.71225934057608,250.71225934057608
11247_10229_000000.wav_6.wav,8,782.6161504424779,0.2533908744364888,-1.2395361444716362,682.5,285.0,363.1086747820323,285.0,1365.929203539823,558.75,1080.0,521.25,0,197,195.80431257248344,-1.4922703431821065,0.6164284846279564,223.89991589131864,0.0,92.28162442821116,0.0,295.8818882959363,204.7719412668256,253.93194319609808,49.16000192927245
11247_10229_000001.wav_0.wav,11,382.0174825174825,1.8459672275483483,3.0286689917751533,310.0,240.00000000000003,252.79473467926303,62.1923076923077,1095.0,267.5,370.0,102.5,0,297,116.30535238411224,0.0314175491471067,-1.851176484713916,170.0316530308696,0.0,113.63596898055512,0.0,290.5690340923323,0.0,218.0284627227907,218.0284627227907
11247_10229_000001.wav_1.wav,11,1250.2972027972028,2.804212429066696,5.95720321316961,395.0,28.26923076923077,2616.272506324785,28.26923076923077,9490.0,305.0,655.0,350.0,0,297,161.17372145766203,-0.586916726657974,-1.3979394271453456,226.3729669976158,0.0,111.54910747253255,0.0,304.68772293346177,0.0,239.44310456899169,239.44310456899169
11247_10229_000001.wav_2.wav,11,485.77972027972027,1.4814901863278498,2.1562318224640205,410.0,5.0,402.0088489102958,5.0,1570.0000000000002,285.0,605.0,320.0,0,297,141.25610239052696,-0.2920274272234048,-1.6552165791818272,207.9869209004503,0.0,115.7202378627741,0.0,353.04541495693934,0.0,227.53131048429756,227.53131048429756
11247_10229_000001.wav_3.wav,11,697.5594405594405,0.90885931144344,-0.8093356632582602,390.00000000000006,275.0,555.9114455844574,125.0,1775.0,290.0,1002.5,712.5,0,297,135.3604727801758,-0.3067791363482158,-1.7471717945677052,196.8463373795648,0.0,111.91647871248236,0.0,310.4087091514068,0.0,226.79254287154308,226.79254287154308
11247_10229_000001.wav_4.wav,11,674.8496503496503,1.4049645769036128,0.4642634696175016,595.0,320.0,488.6461768908397,288.3461538461538,1785.0,320.0,637.5,317.5,0,297,178.69989632582516,-0.9910765646929852,-0.6886472563269548,217.7835872387162,0.0,104.16349761773952,0.0,305.50127147233906,182.1155152400205,236.97200124993685,54.85648600991635
