FileName,nobs_pitch,mean_pitch,skew_pitch,kurtosis_pitch,median_pitch,mode_pitch,std_pitch,low_pitch,peak_pitch,q25_pitch,q75_pitch,iqr_pitch,Gender
2f8392c2dfa63d2a7fdfebc053f9eff02246387575e2050741e587840e336405f2aa4e329210d8f5396da7c234626bcbf1291c21d98c49542195a54f21a968c7.wav,431,98.61579586445669,1.2050978977871698,-0.07065649631852988,0.0,0.0,157.8375351501544,0.0,501.10481512303124,0.0,227.4963111688603,227.4963111688603,0
33f6f6793f00ed68593ce9560406006e7c9693faacccbbbd754161c4353e89b7f8828bc80040076b8a8940b71fd31836847c921d76bc3807f249b64c0a83f89d.wav,683,164.19910608901205,-0.4846004993446378,-1.6207277871065953,221.64204772535498,0.0,124.6852599975211,0.0,318.3324723687507,0.0,262.9400614649594,262.9400614649594,0
06c73d5731753b0f9accd4b68494a7b677ba8db954c7f9940b47d338c541703c364ec8943e03aec07c674fbabcce99b17a29be469f53cc9ee4575b15596ee96e.wav,678,84.51378570358688,1.0875630965616472,0.09383805289953395,0.0,0.0,119.5464467715964,0.0,595.1069615567611,0.0,209.75981048789245,209.75981048789245,0
52b40bf55615a1a76458fafa29e1225c0bed5b7df0f3a4426885c0d5b729cd4b3e7008c34d0b01c7bae70d0686ef04916c26fb636f0ad048f476cb3b7accdb73.wav,743,35.61026599070686,1.6701437393017524,1.343755981346459,0.0,0.0,69.71216804504498,0.0,257.9545528472375,0.0,0.0,0.0,0
48081fddb6fe56d7238739344274f98f70f4a4335f37fc7195807dab1d361d9fe28361e12c2fdfd087c5acab35af7e2e06d7caf1f50296bc78d1aa92527f2ff1.wav,289,88.44156670384173,0.9540490945329524,-0.6736929726881762,0.0,0.0,125.15651929936594,0.0,393.4206129635792,0.0,221.36199056690901,221.36199056690901,0
112e543f79b69542c16339114596d6eaa881c592127217f7e8570837a91cb5852e748dc026ec30049906cea048ed601f13fde077394491b36b1268fc17cf9ac3.wav,405,65.86943456549017,1.0241323426448847,-0.8552871730698688,0.0,0.0,104.84803827191045,0.0,281.962094621754,0.0,174.60844512217363,174.60844512217363,0
01bcc19990c832787c691256bed2020d1f58576e57695b3879896901eba9bac5e6029f88003961671788d8f37a575500c124661049200130fe9923dc5effe528.wav,232,101.37411684908831,-0.4365091384365137,-0.9661907663333,100.79005910690141,0.0,64.57012286923502,0.0,215.49666505599438,93.59035027934377,162.45280820074188,68.86245792139812,0
0a668e1d707095cca69c34387f5ae077055ff8e79b80b50152647de0bf3a43af564839e826a2c5a21f488c17b98d41ec33081e029fd0c2792550a174ff16f5df.wav,368,62.56631036450356,1.0024466753404715,-0.5513542313467563,0.0,0.0,92.82337736037059,0.0,297.2300582153835,0.0,159.59153223279708,159.59153223279708,0
14b99003e3578224c327132fc831080c77778c556fd79988b0f36a4867928cb949823a29dd56217df9bffc99e281e986f642b6140d0478230a02c170f6e296e6.wav,534,78.47614237457823,0.9646539634892787,-0.39894450129071535,0.0,0.0,108.28135411581944,0.0,379.11593957776404,0.0,167.6989248284941,167.6989248284941,0
41076a3d5af9845cb5227e28258407bcfa1380cf645d5cfb2091ec3d74d78eed3e617b4f8878ccbc9c2c45f22cf7e318238fb7c0cfc28603e9669174d5bdf87b.wav,368,63.038163994339236,0.6170342923644249,-1.4316172872210078,0.0,0.0,81.59078158594403,0.0,223.24436401207254,0.0,152.68372743476814,152.68372743476814,0
