FileName,nobs,mean,skew,kurtosis,median,mode,std,low,peak,q25,q75,iqr,Gender
2f8392c2dfa63d2a7fdfebc053f9eff02246387575e2050741e587840e336405f2aa4e329210d8f5396da7c234626bcbf1291c21d98c49542195a54f21a968c7.wav,66,102.34848484848484,4.147523227434939,18.221900800367813,50.0,45.0,137.11922399362317,0.0,890.0,45.0,108.75,63.75,0
33f6f6793f00ed68593ce9560406006e7c9693faacccbbbd754161c4353e89b7f8828bc80040076b8a8940b71fd31836847c921d76bc3807f249b64c0a83f89d.wav,103,230.02629449838187,2.706937677308135,6.621952722219817,105.0,95.0,316.03986957920756,15.0,1660.0000000000002,85.0,180.0,95.0,0
06c73d5731753b0f9accd4b68494a7b677ba8db954c7f9940b47d338c541703c364ec8943e03aec07c674fbabcce99b17a29be469f53cc9ee4575b15596ee96e.wav,103,651.9336569579289,2.5261109557158172,6.171770777394096,145.0,90.0,1096.607296260302,0.0,5115.0,90.0,795.0,705.0,0
52b40bf55615a1a76458fafa29e1225c0bed5b7df0f3a4426885c0d5b729cd4b3e7008c34d0b01c7bae70d0686ef04916c26fb636f0ad048f476cb3b7accdb73.wav,112,337.1726190476191,2.990573877792219,9.371681451048698,212.5,400.0,444.8048238427451,0.0,2195.0,98.75,400.0,301.25,0
48081fddb6fe56d7238739344274f98f70f4a4335f37fc7195807dab1d361d9fe28361e12c2fdfd087c5acab35af7e2e06d7caf1f50296bc78d1aa92527f2ff1.wav,44,139.550395256917,6.348442690014702,38.54723596501155,75.0,70.0,351.8169896218198,50.0,2440.0,70.0,95.0,25.0,0
112e543f79b69542c16339114596d6eaa881c592127217f7e8570837a91cb5852e748dc026ec30049906cea048ed601f13fde077394491b36b1268fc17cf9ac3.wav,62,143.38709677419354,7.266114441363717,52.734447106925266,75.0,40.0,408.45970918446193,20.0,3275.0000000000005,40.0,125.0,85.0,0
01bcc19990c832787c691256bed2020d1f58576e57695b3879896901eba9bac5e6029f88003961671788d8f37a575500c124661049200130fe9923dc5effe528.wav,36,95.61507936507937,5.678938911014048,30.511605945685247,47.5,35.0,266.2931670465779,35.0,1665.0,35.0,55.0,20.0,0
0a668e1d707095cca69c34387f5ae077055ff8e79b80b50152647de0bf3a43af564839e826a2c5a21f488c17b98d41ec33081e029fd0c2792550a174ff16f5df.wav,56,137.54464285714286,5.004532738772882,24.43361329306633,35.0,10.0,445.5778479039658,0.0,2780.0000000000005,10.0,66.25,56.25,0
14b99003e3578224c327132fc831080c77778c556fd79988b0f36a4867928cb949823a29dd56217df9bffc99e281e986f642b6140d0478230a02c170f6e296e6.wav,81,256.724537037037,4.108324195859419,17.278723164240255,215.0,305.0,322.2323360747778,30.0,1865.0,105.0,305.0,200.0,0
41076a3d5af9845cb5227e28258407bcfa1380cf645d5cfb2091ec3d74d78eed3e617b4f8878ccbc9c2c45f22cf7e318238fb7c0cfc28603e9669174d5bdf87b.wav,56,217.5,4.086935222051249,16.539515387051654,105.0,50.0,444.25197965633356,0.0,2370.0,50.0,142.5,92.5,0
41a46bf0834f802493b8c1c44d917d87d02543b5005f1732fa2bb06043d946b324ef6a7b0b1fc94febdae504c7a14685c8705cb24002cba14052db00aeabf140.wav,132,180.53030303030303,4.39899007815224,20.15260174621611,50.0,40.0,392.5756333110922,0.0,2525.0,40.0,161.25,121.25,0
4734a26759f6fd2fa227bde54bd9c79f31bf18d790b0790b81d2380c6ea707c0027035af75782cac2c21898bcc20a1ea83433c8470bd780968ec77e11de7d193.wav,116,105.79085457271364,9.148383022780889,86.79453535600321,20.0,20.0,514.915333014263,10.0,5290.0,20.0,66.25,46.25,0
10ba6a83daa0dd5e7d273f4270606fc5912fb149f852a7f585c800f0f0146fbf3f7b327112a096d3aa30b21f55778d521a03f61e9809ac730727b847982ea74e.wav,129,329.33214072748956,4.427271258371388,24.3795010427364,153.84615384615387,165.0,545.1073618657438,0.0,4345.0,120.0,170.0,50.0,0
17d79f5957aed76826c5ec2bddde2678ab5cfbe637d9a3019e48d7ab26c3a31712eafd2cc3f991c4385120d84bde1174a0ce73e2b8642675d682824630eaa868.wav,69,241.66666666666666,2.237148430782763,4.279203441497835,150.0,155.0,279.98921649352314,0.0,1260.0,60.0,235.00000000000003,175.00000000000003,0
3ca52c218b73557c55d61d006388696675232ddc0ead1e5fd8d7ab537863198effa0a24e212ec8331449fb4e9317d5929e0fbe12c5e2efb1fef92ec01ea75317.wav,42,204.52380952380952,3.1900140916333637,11.793631366530592,125.0,125.0,256.60978696542327,0.0,1470.0,67.5,193.75,126.25,0
6540c7ef17e272c3e15690807e4b614cd45d47d7d3016eac827ab986f237fa6bc58e329e31bb4f96cfc3ae8cf8497b1b34fea02f74905bb1b71d17c5fb7dff9d.wav,64,647.2829861111111,1.9862306980069557,3.8669827307649243,170.0,45.0,912.5572984144831,0.0,4175.0,70.0,1050.0,980.0,0
