FileName,nobs,mean,skew,kurtosis,median,mode,std,low,peak,q25,q75,iqr,Gender,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20
common_voice_pt_19564750.wav,23,362.39130434782606,4.033082235556985,15.434611107764358,190.0,0.0,817.3031867396704,0.0,4070.000000000001,0.0,350.0,350.0,1,-414.16638,55.246174,-20.12191,36.46638,-10.900842,-0.0888074,-3.1560688,-8.951297,-4.984844,-5.1175795,-5.1472764,-4.790264,-3.148048,-11.349298,1.7896622,-2.6269894,-4.031354,2.3800712,-3.2478635,0.12670468
common_voice_pt_19547806.wav,18,773.6111111111111,2.4090742961620126,3.94905816587512,230.0,0.0,1662.81956457127,0.0,5575.000000000001,0.0,458.75,458.75,1,-386.30283,62.420654,-28.70708,30.205992,-17.89471,4.191047,-1.8862544,-7.047765,-11.537894,-6.8410306,-0.79112834,-1.6428437,-1.085989,-8.547772,3.9408708,-1.8304842,-5.1799254,-6.208061,-0.13884161,-3.1913052
common_voice_pt_21663026.wav,26,172.8344955327958,0.8293381733570161,-0.6561300871403324,120.0,90.00000000000001,111.62493380921946,15.000000000000002,415.0,90.00000000000001,267.5,177.5,1,-283.15268,119.7147,0.4098519,41.671455,19.685114,7.944802,13.482348,-3.985861,-8.383801,-6.3544087,-8.219569,0.36678421,1.6848733,-0.7712925,2.3228848,3.2965796,5.2839394,7.0833087,-1.0812813,0.14000326
common_voice_pt_19435786.wav,22,783.6363636363636,2.505184046634452,5.398855413492068,357.5,0.0,1330.222283046728,0.0,5525.000000000001,102.5,498.75000000000006,396.25000000000006,1,-362.032,75.147354,-36.256687,30.055656,-21.18122,5.7300863,-3.5472405,-10.9233675,-6.6696076,-6.4001102,-5.786549,-2.7147758,-3.263101,-9.414864,6.5544324,-5.9841166,-5.155641,-0.1900113,-1.3890427,-2.6112256
common_voice_pt_20523845.wav,17,327.4616730544909,0.6406521640555981,-0.8464461502063103,335.0,50.0,291.28672675045874,45.00000000000001,890.0,55.0,480.00000000000006,425.00000000000006,1,-331.721,110.25564,-4.31835,1.3201,9.924316,16.974007,0.5004476,-7.0983357,-0.9366718,11.799429,-7.319422,1.4916213,6.339948,-0.048273884,1.6153246,9.65062,4.186641,1.2475655,0.5150579,6.1468334
common_voice_pt_19435564.wav,26,559.6153846153846,3.968639212814366,15.491239406592973,265.0,0.0,1046.5262346273569,0.0,5455.000000000001,178.75,383.75,205.0,1,-331.79373,117.47733,0.02572172,19.818716,-21.752337,19.105228,-9.49488,-20.861364,-12.669637,-0.528182,-1.6336272,-9.283023,-4.8633122,-7.575366,2.6035228,-11.480552,-4.9407997,-3.4551115,-3.6597056,2.5550337
common_voice_pt_19377332.wav,16,609.316037735849,3.3171401101072617,9.771748061143112,412.5,615.0,690.9104094978409,135.0,3220.0,343.75000000000006,615.0,271.24999999999994,1,-341.90186,87.18087,-26.69932,28.376322,1.699859,-14.398921,-13.556073,-4.827834,-15.869521,-5.3070145,-7.7601156,-11.789967,-7.4791455,-8.03733,3.990229,-9.578186,-9.557408,1.2824628,-4.6767583,-8.824277
common_voice_pt_19893276.wav,31,371.7620206938527,-0.2268460381575198,-0.0001871711216967,380.0,380.0,122.3255126255846,120.0,655.0,320.0,435.0,115.0,1,-294.26123,107.63517,2.7781143,33.01778,-4.395556,-1.5099345,-34.26822,-12.596652,-4.8172903,-10.733317,-6.0841928,-11.457235,-5.0827994,-12.220193,-0.60025537,-1.950771,-12.455439,1.3153194,-2.5724084,-6.9821343
common_voice_pt_21737593.wav,15,1016.9041835357624,2.871539417218506,6.997920586299626,200.0,60.00000000000001,2252.72586275864,53.56275303643724,8880.0,60.00000000000001,505.0,445.0,1,-390.1495,44.890858,2.5767567,17.233305,-4.7959647,-5.445381,-1.6935889,-2.5764723,-2.152491,-3.3349733,-8.862039,1.3620622,-1.361838,-1.3592454,-1.305431,-0.14798513,-5.437748,0.8262033,-4.0398207,-2.0115063
common_voice_pt_19442157.wav,23,851.7391304347826,2.259234097845242,3.408159759974134,280.0,0.0,1572.6864365153162,0.0,5415.0,112.5,485.0,372.5,1,-328.5816,74.33136,-26.29707,33.48643,-21.423178,1.2388096,-6.3886366,-12.901142,-11.126325,-7.275796,1.191389,-10.182537,-4.5327754,-4.0373435,-0.88317823,-2.9580288,-0.99250317,-0.06118227,-4.3153296,-4.604079
common_voice_pt_22462978.wav,16,294.56214578085644,0.8479503638334305,-0.3814974044544192,241.4971662468514,240.00000000000003,213.7429124543812,55.0,740.0,126.25,412.50000000000006,286.25000000000006,1,-400.60748,89.92933,-7.359087,34.158497,-6.11276,0.5040702,6.5858707,5.0760245,-6.6546087,-2.995432,-2.546997,-7.8148327,-1.5935901,-0.70589405,-2.8595414,-0.3920843,-2.6883545,0.031216845,-2.5795274,-5.849893
common_voice_pt_20523719.wav,20,294.5924220963173,1.142499811159723,-0.0630018431372416,200.0,200.0,288.89668338174386,35.0,890.0,71.25,398.75,327.5,1,-328.2626,109.94931,-10.813633,7.415653,8.181981,11.499551,5.2652545,2.1272879,4.9505873,5.955188,-6.820945,-3.125009,7.3275156,-3.6051545,2.6564898,6.23257,0.78235227,-2.119892,1.3150579,0.9500432
common_voice_pt_20405698.wav,32,257.49283822079843,0.375466876496605,-0.7653854881283189,210.0,60.00000000000001,177.71470955666035,0.0,710.0,63.75,406.25000000000006,342.50000000000006,1,-375.07285,124.671135,17.469915,34.4835,-20.680344,-18.311377,-12.441745,7.229598,-1.2968892,-3.9548535,-15.3489895,-13.900789,1.5375198,-8.832947,5.508894,-0.9410711,0.6484832,-2.1068742,-3.613188,0.7138774
common_voice_pt_22435336.wav,15,195.28160418483,0.9673509497020788,-0.123102321852289,145.0,15.000000000000002,215.2356833170668,5.0,710.0,15.000000000000002,295.0,280.0,1,-335.30112,55.24272,6.1577206,19.52101,12.868778,-7.0996423,-13.417832,7.8259115,-18.540224,8.693188,-7.5320764,-2.9627125,5.1204944,-8.517505,-2.1237168,6.212727,-7.0355616,5.2757387,-0.19307964,-6.8383107
common_voice_pt_19455684.wav,22,622.1439203114267,2.5117378103638166,6.015650812339899,375.0,310.0,678.1272867399962,185.0,3140.0000000000005,291.25,485.0,193.75,1,-375.47516,76.60943,-46.36406,54.245213,-18.015493,-6.953865,-10.334748,-16.959604,-16.116543,-12.320606,-9.595216,-9.485869,-0.43921798,-10.199427,0.19878826,-5.840792,-2.6519182,-3.905738,-4.7198925,5.543735
common_voice_pt_19377347.wav,32,511.6702086553323,2.3308343619155094,4.702263933503531,405.00000000000006,405.00000000000006,373.3761486370762,185.0,1740.0000000000002,268.75,613.8350077279753,345.08500772797527,1,-284.83188,122.34352,-41.247997,35.579346,-0.9581407,-7.3963475,-18.524998,-7.168533,-18.576471,-6.2355328,-8.102773,-21.055223,-8.293727,-9.425463,4.4824257,-6.5332317,-8.33958,1.6738962,-4.369874,-9.139158
common_voice_pt_22400780.wav,15,369.3333333333333,1.392709842898403,1.3313075706829238,225.00000000000003,100.0,329.5444667348484,60.00000000000001,1270.0,100.0,442.50000000000006,342.50000000000006,1,-356.74298,86.8424,0.6848481,2.7092152,-4.8892236,-5.3492627,-6.423955,-2.2927074,-8.944893,1.826071,-8.113654,-4.127208,4.839758,-1.4189196,-4.3228593,3.714522,-5.8238497,0.75017256,-0.78842384,-5.2971063
common_voice_pt_22716144.wav,25,499.3163911195088,4.59680372498216,19.44857502628605,210.00000000000003,210.00000000000003,1363.4052130560592,5.0,7135.0,160.0,250.0,90.0,1,-275.56912,89.33836,35.496662,23.226276,12.951827,3.4167397,-19.336847,0.17960043,-16.348475,-4.1145024,-4.002598,-6.4958262,-2.2280707,-9.790957,-2.860852,11.066128,-11.867111,-2.822614,-2.9593327,-2.326406
common_voice_pt_20078559.wav,22,414.5454545454546,4.090138416028529,15.36599852941928,152.5,120.0,1009.5981526092778,50.0,4940.000000000001,120.0,231.25,111.25,1,-368.5281,92.05193,-14.015769,23.766607,5.4366364,30.620441,-4.9436226,6.836175,-4.6389585,-3.950395,-1.2233365,-8.505795,0.4556636,-6.055889,0.61344844,-2.6676202,-5.2859654,-6.4171443,-4.29693,-4.499442
