FileName,nobs_pitch,mean_pitch,skew_pitch,kurtosis_pitch,median_pitch,mode_pitch,std_pitch,low_pitch,peak_pitch,q25_pitch,q75_pitch,iqr_pitch,Gender,nobs,mean,skew,kurtosis,median,mode,std,low,peak,q25,q75,iqr
common_voice_pt_19564750.wav,450,32.03518290704288,0.9720124982481388,-0.9813520690274258,0.0,0.0,50.39606774949454,0.0,128.64834513351002,0.0,96.04305422192492,96.04305422192492,1,23,362.39130434782606,4.033082235556985,15.434611107764358,190.0,0.0,817.3031867396704,0.0,4070.000000000001,0.0,350.0,350.0
common_voice_pt_19547806.wav,354,39.35099804737072,1.1247567926297684,-0.3487301908585953,0.0,0.0,62.42356659649334,0.0,196.9074090841333,0.0,103.7181248337038,103.7181248337038,1,18,773.6111111111111,2.4090742961620126,3.94905816587512,230.0,0.0,1662.81956457127,0.0,5575.000000000001,0.0,458.75,458.75
common_voice_pt_21663026.wav,503,70.91331602173001,0.7937291459896143,0.4382924497950449,0.0,0.0,83.49151184504635,0.0,427.4542211921679,0.0,143.8448531696054,143.8448531696054,1,26,172.8344955327958,0.8293381733570161,-0.6561300871403324,120.0,90.00000000000001,111.62493380921946,15.000000000000002,415.0,90.00000000000001,267.5,177.5
common_voice_pt_19435786.wav,431,44.16980298047841,0.5604945429384103,-1.6494786770295646,0.0,0.0,57.7447066438889,0.0,141.7898968997448,0.0,116.45286682904668,116.45286682904668,1,22,783.6363636363636,2.505184046634452,5.398855413492068,357.5,0.0,1330.222283046728,0.0,5525.000000000001,102.5,498.75000000000006,396.25000000000006
common_voice_pt_20523845.wav,323,31.394417012981783,0.6927239494408091,-1.4922186929210586,0.0,0.0,43.82347829431026,0.0,110.33073005249194,0.0,87.43831718309156,87.43831718309156,1,17,327.4616730544909,0.6406521640555981,-0.8464461502063103,335.0,50.0,291.28672675045874,45.00000000000001,890.0,55.0,480.00000000000006,425.00000000000006
common_voice_pt_19435564.wav,503,69.69858602702159,-0.1185602005829195,-1.894902506612608,110.8225203121342,0.0,64.20372662917869,0.0,158.35393298219688,0.0,128.72192937811732,128.72192937811732,1,26,559.6153846153846,3.968639212814366,15.491239406592973,265.0,0.0,1046.5262346273569,0.0,5455.000000000001,178.75,383.75,205.0
common_voice_pt_19377332.wav,299,66.09854374640236,1.8530949976534483,3.2404001072688056,0.0,0.0,112.77483636393538,0.0,501.43707152925367,0.0,156.94793168175107,156.94793168175107,1,16,609.316037735849,3.3171401101072617,9.771748061143112,412.5,615.0,690.9104094978409,135.0,3220.0,343.75000000000006,615.0,271.24999999999994
common_voice_pt_19893276.wav,599,83.22520282833256,-0.1048649147152155,-1.5988827749049388,125.15674606948902,0.0,72.69967778476335,0.0,226.21066240399816,0.0,137.04346665459622,137.04346665459622,1,31,371.7620206938527,-0.2268460381575198,-0.0001871711216967,380.0,380.0,122.3255126255846,120.0,655.0,320.0,435.0,115.0
common_voice_pt_21737593.wav,282,55.60581874434096,1.0447233747089442,-0.7978600872182438,0.0,0.0,89.58633613590281,0.0,243.97267360928703,0.0,165.13672372755525,165.13672372755525,1,15,1016.9041835357624,2.871539417218506,6.997920586299626,200.0,60.00000000000001,2252.72586275864,53.56275303643724,8880.0,60.00000000000001,505.0,445.0
common_voice_pt_19442157.wav,438,61.82187005001685,2.538889527943615,9.28705547513611,0.0,0.0,95.06776930139252,0.0,571.8072834683853,0.0,121.48132142937348,121.48132142937348,1,23,851.7391304347826,2.259234097845242,3.408159759974134,280.0,0.0,1572.6864365153162,0.0,5415.0,112.5,485.0,372.5
